,시도별,date,최대풍속(m/s),평균기온(℃),평균강수량(mm),평균상대습도(%),사고건수,사망자수,부상자수,총인구수,시도별인구수,자동차수,교통사고사망률,사고율,year,month
791,제주,2016-12-01,9.5,9.95,2.135,67.5,423,12,638,51453200,641600,467200,0.028368794326241134,65.928927680798,2016,12
792,제주,2017-01-01,12.4,6.1,1.8533333333333333,66.0,366,11,537,51499300,657100,500200,0.030054644808743168,55.69928473596104,2017,1
793,제주,2017-02-01,9.15,3.35,1.965,65.5,332,11,505,51499300,657100,500200,0.03313253012048193,50.52503424136357,2017,2
794,제주,2017-03-01,10.15,7.4,1.1700000000000002,61.0,322,3,457,51499300,657100,500200,0.009316770186335404,49.003195860599604,2017,3
795,제주,2017-04-01,10.2,14.2,2.5116666666666663,65.5,380,4,556,51499300,657100,500200,0.010526315789473684,57.82985846903059,2017,4
796,제주,2017-05-01,8.8,18.45,1.6133333333333333,68.0,324,5,455,51499300,657100,500200,0.015432098765432098,49.3075635367524,2017,5
797,제주,2017-06-01,7.8,21.9,2.695,74.0,364,8,571,51499300,657100,500200,0.02197802197802198,55.39491705980825,2017,6
798,제주,2017-07-01,7.6,27.0,14.488333333333333,89.5,414,7,622,51499300,657100,500200,0.016908212560386472,63.00410896362806,2017,7
799,제주,2017-08-01,6.85,26.25,12.125,84.5,389,7,595,51499300,657100,500200,0.017994858611825194,59.19951301171816,2017,8
800,제주,2017-09-01,7.7,21.85,2.521666666666667,79.0,417,6,660,51499300,657100,500200,0.014388489208633094,63.46066047785725,2017,9
801,제주,2017-10-01,9.9,18.9,12.97,74.0,331,6,530,51499300,657100,500200,0.01812688821752266,50.37285040328717,2017,10
802,제주,2017-11-01,8.15,8.8,0.5700000000000001,70.5,392,5,589,51499300,657100,500200,0.012755102040816327,59.65606452594734,2017,11
803,제주,2017-12-01,8.05,2.65,1.09,69.0,347,7,525,51499300,657100,500200,0.020172910662824207,52.807791812509514,2017,12
804,제주,2018-01-01,9.1,5.4,2.0283333333333333,68.0,331,11,548,51512000,667000,554000,0.03323262839879154,49.62518740629685,2018,1
805,제주,2018-02-01,11.45,5.9,1.6183333333333332,62.0,269,7,455,51512000,667000,554000,0.026022304832713755,40.32983508245877,2018,2
806,제주,2018-03-01,9.4,11.6,4.493333333333334,75.5,371,5,560,51512000,667000,554000,0.013477088948787063,55.622188905547226,2018,3
807,제주,2018-04-01,9.7,15.85,7.075,72.5,332,6,504,51512000,667000,554000,0.018072289156626505,49.77511244377811,2018,4
808,제주,2018-05-01,8.05,18.9,7.581666666666666,80.0,351,2,533,51512000,667000,554000,0.005698005698005698,52.62368815592204,2018,5
809,제주,2018-06-01,9.7,22.15,8.59,83.5,391,4,615,51512000,667000,554000,0.010230179028132993,58.62068965517242,2018,6
810,제주,2018-07-01,8.6,27.0,1.1983333333333335,87.0,383,9,586,51512000,667000,554000,0.02349869451697128,57.421289355322344,2018,7
811,제주,2018-08-01,13.4,28.3,8.935,85.0,377,6,627,51512000,667000,554000,0.015915119363395226,56.521739130434774,2018,8
812,제주,2018-09-01,7.9,23.7,11.025,80.0,338,2,546,51512000,667000,554000,0.005917159763313609,50.67466266866566,2018,9
813,제주,2018-10-01,11.8,17.85,9.286666666666667,66.5,355,10,532,51512000,667000,554000,0.028169014084507043,53.223388305847074,2018,10
814,제주,2018-11-01,7.3,14.2,1.4033333333333333,68.0,402,13,606,51512000,667000,554000,0.03233830845771144,60.26986506746626,2018,11
815,제주,2018-12-01,8.15,9.25,2.36,70.0,339,7,499,51512000,667000,554000,0.02064896755162242,50.82458770614693,2018,12
816,제주,2019-01-01,9.25,7.1,0.765,65.0,345,7,548,51511000,671000,596000,0.020289855072463767,51.41579731743666,2019,1
817,제주,2019-02-01,9.35,8.35,1.26,65.0,308,4,474,51511000,671000,596000,0.012987012987012988,45.90163934426229,2019,2
818,제주,2019-03-01,11.4,11.2,2.005,63.0,377,9,549,51511000,671000,596000,0.023872679045092837,56.18479880774963,2019,3
819,제주,2019-04-01,7.65,14.85,2.26,72.0,372,9,569,51511000,671000,596000,0.024193548387096774,55.43964232488823,2019,4
820,제주,2019-05-01,9.9,19.95,6.991666666666666,61.0,395,4,621,51511000,671000,596000,0.010126582278481013,58.867362146050674,2019,5
821,제주,2019-06-01,9.1,21.6,5.581666666666666,84.0,327,6,484,51511000,671000,596000,0.01834862385321101,48.73323397913562,2019,6
822,제주,2019-07-01,9.95,24.7,16.03666666666667,91.0,375,2,545,51511000,671000,596000,0.005333333333333333,55.886736214605065,2019,7
823,제주,2019-08-01,8.25,27.4,9.326666666666666,85.0,405,5,657,51511000,671000,596000,0.012345679012345678,60.357675111773474,2019,8
824,제주,2019-09-01,14.9,24.05,16.758333333333333,87.0,352,6,583,51511000,671000,596000,0.017045454545454544,52.459016393442624,2019,9
825,제주,2019-10-01,10.85,19.85,5.653333333333333,73.5,405,5,626,51511000,671000,596000,0.012345679012345678,60.357675111773474,2019,10
826,제주,2019-11-01,8.8,15.1,0.98,70.0,381,7,583,51511000,671000,596000,0.01837270341207349,56.78092399403875,2019,11
827,제주,2019-12-01,8.9,10.2,2.2183333333333333,68.5,370,2,579,51511000,671000,596000,0.005405405405405406,55.14157973174367,2019,12
828,제주,2020-01-01,10.3,9.15,3.7800000000000002,71.5,349,8,513,51473000,675000,615000,0.022922636103151862,51.703703703703695,2020,1
829,제주,2020-02-01,10.25,9.4,2.0883333333333334,70.5,282,1,388,51473000,675000,615000,0.0035460992907801418,41.77777777777778,2020,2
830,제주,2020-03-01,8.4,11.9,3.5633333333333335,68.0,305,5,432,51473000,675000,615000,0.01639344262295082,45.18518518518518,2020,3
831,제주,2020-04-01,8.45,13.55,2.735,60.5,269,6,417,51473000,675000,615000,0.022304832713754646,39.851851851851855,2020,4
832,제주,2020-05-01,9.35,18.75,4.41,82.0,325,6,484,51473000,675000,615000,0.018461538461538463,48.14814814814815,2020,5
833,제주,2020-06-01,11.35,22.4,10.46,87.0,337,6,502,51473000,675000,615000,0.017804154302670624,49.92592592592593,2020,6
834,제주,2020-07-01,9.7,23.8,8.445,89.0,370,4,585,51473000,675000,615000,0.010810810810810811,54.81481481481482,2020,7
835,제주,2020-08-01,11.75,28.4,4.993333333333334,83.0,386,4,655,51473000,675000,615000,0.010362694300518135,57.18518518518518,2020,8
836,제주,2020-09-01,18.65,22.5,13.756666666666666,79.0,352,9,506,51473000,675000,615000,0.02556818181818182,52.14814814814815,2020,9
837,제주,2020-10-01,8.75,18.45,1.5483333333333333,64.5,401,5,663,51473000,675000,615000,0.012468827930174564,59.40740740740741,2020,10
838,제주,2020-11-01,7.9,14.6,0.6649999999999999,69.0,363,12,569,51473000,675000,615000,0.03305785123966942,53.77777777777778,2020,11
839,제주,2020-12-01,8.8,8.0,1.54,64.5,291,2,417,51473000,675000,615000,0.006872852233676976,43.111111111111114,2020,12
840,충남,2016-01-01,7.52,-1.6,0.36933333333333335,73.6,592,32,870,51453200,2096700,1015200,0.05405405405405406,28.234845232985165,2016,1
841,충남,2016-02-01,7.78,0.88,1.7673333333333334,69.0,599,18,877,51453200,2096700,1015200,0.03005008347245409,28.568703200267088,2016,2
842,충남,2016-03-01,7.78,6.14,0.8866666666666667,65.8,699,27,997,51453200,2096700,1015200,0.03862660944206009,33.33810273286593,2016,3
843,충남,2016-04-01,11.0,13.12,4.311333333333334,69.0,832,37,1261,51453200,2096700,1015200,0.04447115384615385,39.6814041112224,2016,4
844,충남,2016-05-01,8.84,18.12,3.996666666666667,68.8,823,36,1246,51453200,2096700,1015200,0.04374240583232078,39.2521581532885,2016,5
845,충남,2016-06-01,6.0,22.16,1.5566666666666669,78.8,732,28,1062,51453200,2096700,1015200,0.03825136612021858,34.91200457862355,2016,6
846,충남,2016-07-01,7.68,25.52,10.527333333333333,84.8,768,27,1199,51453200,2096700,1015200,0.03515625,36.628988410359135,2016,7
847,충남,2016-08-01,7.44,26.48,1.7340000000000002,79.2,734,38,1098,51453200,2096700,1015200,0.051771117166212535,35.007392569275524,2016,8
848,충남,2016-09-01,6.62,21.56,3.174,82.6,711,38,1058,51453200,2096700,1015200,0.053445850914205346,33.91043067677779,2016,9
849,충남,2016-10-01,6.08,15.22,3.7,80.4,853,33,1259,51453200,2096700,1015200,0.038686987104337635,40.68297801306816,2016,10
850,충남,2016-11-01,5.84,6.86,0.7126666666666667,73.8,842,37,1240,51453200,2096700,1015200,0.043942992874109264,40.158344064482286,2016,11
851,충남,2016-12-01,7.94,2.02,1.7613333333333334,75.2,777,37,1131,51453200,2096700,1015200,0.047619047619047616,37.05823436829303,2016,12
852,충남,2017-01-01,8.56667,-0.95,0.5488890000000001,71.5,678,30,1070,51499300,2116800,1057600,0.04424778761061947,32.02947845804989,2017,1
853,충남,2017-02-01,8.41667,0.28333,1.1227776666666667,65.83333,567,28,915,51499300,2116800,1057600,0.04938271604938271,26.78571428571429,2017,2
854,충남,2017-03-01,8.96667,5.2,0.445,60.0,706,27,997,51499300,2116800,1057600,0.03824362606232295,33.35222978080121,2017,3
855,충남,2017-04-01,10.35,12.63333,1.8388890000000002,63.33333,738,22,1192,51499300,2116800,1057600,0.02981029810298103,34.86394557823129,2017,4
856,충남,2017-05-01,9.36667,17.5,1.046111,66.16667,827,35,1236,51499300,2116800,1057600,0.04232164449818621,39.068405139833715,2017,5
857,충남,2017-06-01,7.43333,21.11667,1.3522223333333334,70.0,822,28,1206,51499300,2116800,1057600,0.0340632603406326,38.832199546485256,2017,6
858,충남,2017-07-01,7.6,25.7,13.199444333333334,88.83333,795,29,1266,51499300,2116800,1057600,0.03647798742138365,37.55668934240363,2017,7
859,충남,2017-08-01,8.2,24.91667,9.391111,83.5,804,30,1211,51499300,2116800,1057600,0.03731343283582089,37.981859410430836,2017,8
860,충남,2017-09-01,6.46667,20.0,2.658333333333333,77.66667,909,27,1405,51499300,2116800,1057600,0.0297029702970297,42.9421768707483,2017,9
861,충남,2017-10-01,7.2,14.53333,1.3783333333333334,76.66667,823,38,1273,51499300,2116800,1057600,0.046172539489671933,38.87944066515495,2017,10
862,충남,2017-11-01,8.1,5.91667,0.58,70.16667,820,25,1208,51499300,2116800,1057600,0.03048780487804878,38.73771730914588,2017,11
863,충남,2017-12-01,7.58333,-0.58333,1.1105556666666667,69.5,752,32,1179,51499300,2116800,1057600,0.0425531914893617,35.52532123960695,2017,12
864,충남,2018-01-01,6.56667,-3.21667,0.6455556666666666,69.33333,596,18,869,51512000,2126000,1094000,0.030201342281879196,28.033866415804326,2018,1
865,충남,2018-02-01,7.85,-1.36667,1.168889,57.83333,632,21,947,51512000,2126000,1094000,0.03322784810126582,29.727187206020698,2018,2
866,충남,2018-03-01,8.0,7.31667,2.7333333333333334,75.5,713,39,1048,51512000,2126000,1094000,0.0546984572230014,33.537158984007526,2018,3
867,충남,2018-04-01,8.98333,12.25,4.622222333333334,70.0,773,30,1173,51512000,2126000,1094000,0.03880983182406209,36.35936030103481,2018,4
868,충남,2018-05-01,7.91667,17.58333,3.7449999999999997,74.0,799,21,1290,51512000,2126000,1094000,0.026282853566958697,37.58231420507996,2018,5
869,충남,2018-06-01,7.08333,21.91667,3.4544443333333335,75.16667,725,18,1056,51512000,2126000,1094000,0.02482758620689655,34.10159924741298,2018,6
870,충남,2018-07-01,5.51667,26.71667,7.033333333333333,80.0,745,26,1125,51512000,2126000,1094000,0.0348993288590604,35.04233301975541,2018,7
871,충남,2018-08-01,6.95,27.48333,8.765555666666668,76.16667,756,30,1121,51512000,2126000,1094000,0.03968253968253968,35.55973659454374,2018,8
872,충남,2018-09-01,6.18333,20.16667,3.82,75.16667,767,45,1162,51512000,2126000,1094000,0.05867014341590613,36.077140169332075,2018,9
873,충남,2018-10-01,7.48333,12.06667,4.907777666666666,73.66667,831,40,1242,51512000,2126000,1094000,0.048134777376654635,39.087488240827845,2018,10
874,충남,2018-11-01,8.33333,7.0,1.925,73.33333,742,35,1157,51512000,2126000,1094000,0.04716981132075472,34.901222953904046,2018,11
875,충남,2018-12-01,6.15,0.06667,0.9672223333333334,63.0,728,31,1093,51512000,2126000,1094000,0.042582417582417584,34.24270931326434,2018,12
876,충남,2019-01-01,6.0,-1.11667,0.060000000000000005,62.33333,586,27,818,51511000,2124000,1118000,0.04607508532423208,27.5894538606403,2019,1
877,충남,2019-02-01,5.65,0.81667,0.9766666666666667,61.83333,582,15,935,51511000,2124000,1118000,0.02577319587628866,27.401129943502827,2019,2
878,충남,2019-03-01,8.71667,6.15,1.0744443333333333,64.6,721,18,1110,51511000,2124000,1118000,0.024965325936199722,33.94538606403013,2019,3
879,충남,2019-04-01,6.95,11.13333,2.0722223333333334,64.16667,759,21,1107,51511000,2124000,1118000,0.02766798418972332,35.73446327683616,2019,4
880,충남,2019-05-01,7.56667,17.46667,0.9816666666666667,61.83333,864,19,1254,51511000,2124000,1118000,0.02199074074074074,40.67796610169491,2019,5
881,충남,2019-06-01,5.6,20.93333,2.2488889999999997,75.16667,826,30,1265,51511000,2124000,1118000,0.03631961259079903,38.888888888888886,2019,6
882,충남,2019-07-01,6.65,24.65,6.3588890000000005,80.16667,804,26,1233,51511000,2124000,1118000,0.03233830845771144,37.85310734463277,2019,7
883,충남,2019-08-01,7.03333,25.81667,3.8983333333333334,79.0,833,23,1271,51511000,2124000,1118000,0.027611044417767107,39.218455743879474,2019,8
884,충남,2019-09-01,11.81667,21.26667,5.402777666666666,80.16667,802,23,1262,51511000,2124000,1118000,0.028678304239401497,37.758945386064035,2019,9
885,충남,2019-10-01,6.4,15.01667,2.7150000000000003,76.66667,916,42,1332,51511000,2124000,1118000,0.04585152838427948,43.12617702448211,2019,10
886,충남,2019-11-01,6.98333,7.63333,3.6494443333333333,73.0,947,33,1357,51511000,2124000,1118000,0.03484688489968321,44.58568738229755,2019,11
887,충남,2019-12-01,6.11667,2.05,1.0027776666666666,73.16667,764,31,1143,51511000,2124000,1118000,0.04057591623036649,35.96986817325801,2019,12
888,충남,2020-01-01,8.883333333,1.883333333,2.158333333333333,73.33333333,714,27,1071,51473000,2121000,1150000,0.037815126050420166,33.66336633663366,2020,1
889,충남,2020-02-01,7.366666667,2.6,2.6233333333333335,72.83333333,619,17,900,51473000,2121000,1150000,0.027463651050080775,29.184347006129183,2020,2
890,충남,2020-03-01,9.033333333,6.933333333,0.743888889,62.16666667,586,26,875,51473000,2121000,1150000,0.04436860068259386,27.62847713342763,2020,3
891,충남,2020-04-01,9.016666667,9.95,0.6633333333333333,58.5,651,19,1031,51473000,2121000,1150000,0.029185867895545316,30.693069306930692,2020,4
892,충남,2020-05-01,8.05,17.36666667,3.1133333333333337,74.0,786,18,1192,51473000,2121000,1150000,0.022900763358778626,37.05799151343706,2020,5
893,충남,2020-06-01,6.316666667,22.41666667,5.665,78.66666667,827,17,1229,51473000,2121000,1150000,0.020556227327690448,38.99104196133899,2020,6
894,충남,2020-07-01,7.05,22.98333333,13.921666666666665,85.5,754,24,1116,51473000,2121000,1150000,0.03183023872679045,35.54926921263555,2020,7
895,충남,2020-08-01,9.483333333,26.5,13.337777776666666,86.0,766,25,1174,51473000,2121000,1150000,0.03263707571801567,36.11504007543611,2020,8
896,충남,2020-09-01,8.866666667,20.33333333,6.829444443333333,80.66666667,829,21,1203,51473000,2121000,1150000,0.025331724969843185,39.08533710513909,2020,9
897,충남,2020-10-01,5.783333333,13.1,0.4205555556666667,72.5,921,28,1358,51473000,2121000,1150000,0.03040173724212812,43.42291371994342,2020,10
898,충남,2020-11-01,7.666666667,7.85,1.5483333333333333,71.83333333,774,24,1152,51473000,2121000,1150000,0.031007751937984496,36.49222065063649,2020,11
899,충남,2020-12-01,6.733333333,0.016666667,0.235,69.16666667,725,15,1080,51473000,2121000,1150000,0.020689655172413793,34.18198962753418,2020,12
900,충북,2016-01-01,7.0,-3.275,0.18083333333333332,60.25,656,16,1027,51453200,1591600,760700,0.024390243902439025,41.21638602663986,2016,1
901,충북,2016-02-01,7.05,-0.25,1.7008333333333332,57.5,650,11,1088,51453200,1591600,760700,0.016923076923076923,40.839406886152304,2016,2
902,충북,2016-03-01,6.475,6.0,0.7675,52.75,730,13,1141,51453200,1591600,760700,0.01780821917808219,45.86579542598643,2016,3
903,충북,2016-04-01,7.5,13.675,4.130833333333333,55.75,838,26,1291,51453200,1591600,760700,0.031026252983293555,52.6514199547625,2016,4
904,충북,2016-05-01,8.8,18.525,2.7108333333333334,56.0,824,21,1278,51453200,1591600,760700,0.025485436893203883,51.77180196029153,2016,5
905,충북,2016-06-01,5.65,22.775,1.4141666666666666,63.5,782,16,1262,51453200,1591600,760700,0.020460358056265986,49.13294797687861,2016,6
906,충북,2016-07-01,5.45,25.225,13.408333333333333,76.0,808,26,1312,51453200,1591600,760700,0.03217821782178218,50.76652425232471,2016,7
907,충북,2016-08-01,6.075,26.425,2.3316666666666666,67.25,819,16,1379,51453200,1591600,760700,0.019536019536019536,51.4576526765519,2016,8
908,충북,2016-09-01,5.275,21.175,2.796666666666667,74.75,775,22,1259,51453200,1591600,760700,0.02838709677419355,48.69313897964312,2016,9
909,충북,2016-10-01,5.325,14.5,3.595833333333333,75.0,907,28,1435,51453200,1591600,760700,0.030871003307607496,56.98668007036944,2016,10
910,충북,2016-11-01,5.4,5.65,0.8741666666666668,68.25,872,21,1464,51453200,1591600,760700,0.02408256880733945,54.787635084192004,2016,11
911,충북,2016-12-01,6.15,0.7,1.5433333333333332,68.75,731,15,1208,51453200,1591600,760700,0.02051983584131327,45.92862528273435,2016,12
912,충북,2017-01-01,7.9,-2.6,0.4666666666666667,61.75,630,13,1026,51499300,1595400,787200,0.020634920634920634,39.48852952237683,2017,1
913,충북,2017-02-01,7.5,-0.6,1.0825,56.75,570,18,989,51499300,1595400,787200,0.031578947368421054,35.72771718691237,2017,2
914,충북,2017-03-01,8.325,4.975,0.6608333333333333,52.5,711,16,1120,51499300,1595400,787200,0.02250351617440225,44.565626175253854,2017,3
915,충북,2017-04-01,8.525,13.175,2.315833333333333,51.0,711,14,1210,51499300,1595400,787200,0.01969057665260197,44.565626175253854,2017,4
916,충북,2017-05-01,10.075,18.475,0.7258333333333333,53.0,840,26,1304,51499300,1595400,787200,0.030952380952380953,52.65137269650245,2017,5
917,충북,2017-06-01,6.825,21.7,1.6975,58.5,779,20,1258,51499300,1595400,787200,0.025673940949935817,48.82788015544691,2017,6
918,충북,2017-07-01,7.2,25.725,17.533333333333335,80.5,760,21,1293,51499300,1595400,787200,0.02763157894736842,47.636956249216496,2017,7
919,충북,2017-08-01,7.125,24.45,8.301666666666668,76.75,843,17,1385,51499300,1595400,787200,0.020166073546856466,52.83941331327567,2017,8
920,충북,2017-09-01,7.325,19.275,1.7641666666666667,72.25,907,24,1476,51499300,1595400,787200,0.026460859977949284,56.85094647110443,2017,9
921,충북,2017-10-01,7.675,14.05,0.7899999999999999,70.0,839,21,1403,51499300,1595400,787200,0.025029797377830752,52.58869249091138,2017,10
922,충북,2017-11-01,9.4,4.325,0.775,61.0,907,27,1448,51499300,1595400,787200,0.029768467475192944,56.85094647110443,2017,11
923,충북,2017-12-01,9.4,-2.85,0.6975,58.5,776,13,1224,51499300,1595400,787200,0.01675257731958763,48.63983953867369,2017,12
924,충북,2018-01-01,6.95,-4.475,0.5316666666666666,61.75,621,12,1040,51512000,1599000,815000,0.01932367149758454,38.83677298311444,2018,1
925,충북,2018-02-01,7.25,-2.4,0.9891666666666666,51.25,692,30,1135,51512000,1599000,815000,0.04335260115606936,43.277048155096935,2018,2
926,충북,2018-03-01,7.925,7.2,2.6,64.0,763,8,1214,51512000,1599000,815000,0.010484927916120577,47.71732332707943,2018,3
927,충북,2018-04-01,7.825,12.7,4.108333333333333,58.25,821,18,1344,51512000,1599000,815000,0.02192448233861145,51.34459036898061,2018,4
928,충북,2018-05-01,7.825,17.8,4.569999999999999,67.25,787,20,1303,51512000,1599000,815000,0.025412960609911054,49.21826141338336,2018,5
929,충북,2018-06-01,5.325,22.45,2.8400000000000003,64.0,818,20,1328,51512000,1599000,815000,0.02444987775061125,51.156973108192624,2018,6
930,충북,2018-07-01,6.0,26.875,7.17,71.5,855,20,1385,51512000,1599000,815000,0.023391812865497075,53.470919324577864,2018,7
931,충북,2018-08-01,6.2,27.325,11.145833333333334,69.75,841,23,1327,51512000,1599000,815000,0.027348394768133173,52.59537210756723,2018,8
932,충북,2018-09-01,5.85,19.6,5.909166666666667,73.25,820,20,1437,51512000,1599000,815000,0.024390243902439025,51.282051282051285,2018,9
933,충북,2018-10-01,7.575,11.2,3.515833333333333,73.75,881,17,1397,51512000,1599000,815000,0.019296254256526674,55.09693558474046,2018,10
934,충북,2018-11-01,6.225,6.1,1.7366666666666668,71.5,934,18,1484,51512000,1599000,815000,0.019271948608137045,58.411507191995,2018,11
935,충북,2018-12-01,6.8,-1.525,1.1291666666666667,62.25,785,18,1293,51512000,1599000,815000,0.022929936305732482,49.093183239524706,2018,12
936,충북,2019-01-01,6.4,-2.3,0.05083333333333333,56.5,681,15,1085,51511000,1600000,838000,0.022026431718061675,42.5625,2019,1
937,충북,2019-02-01,5.95,0.55,1.0025,59.0,581,9,1015,51511000,1600000,838000,0.01549053356282272,36.3125,2019,2
938,충북,2019-03-01,7.575,6.125,1.0558333333333334,58.25,771,11,1269,51511000,1600000,838000,0.014267185473411154,48.1875,2019,3
939,충북,2019-04-01,6.975,11.45,2.3183333333333334,56.75,794,23,1245,51511000,1600000,838000,0.028967254408060455,49.62499999999999,2019,4
940,충북,2019-05-01,6.7,18.4,0.8716666666666666,53.0,878,21,1427,51511000,1600000,838000,0.023917995444191344,54.875,2019,5
941,충북,2019-06-01,6.075,21.6,2.55,67.75,802,24,1290,51511000,1600000,838000,0.029925187032418952,50.12499999999999,2019,6
942,충북,2019-07-01,5.8,24.9,6.257499999999999,74.75,797,14,1308,51511000,1600000,838000,0.01756587202007528,49.8125,2019,7
943,충북,2019-08-01,5.925,25.975,3.4575,75.25,851,17,1377,51511000,1600000,838000,0.0199764982373678,53.1875,2019,8
944,충북,2019-09-01,9.225,21.225,5.5975,77.75,822,10,1312,51511000,1600000,838000,0.012165450121654502,51.375,2019,9
945,충북,2019-10-01,7.325,14.45,2.5900000000000003,74.75,902,17,1471,51511000,1600000,838000,0.018847006651884702,56.375,2019,10
946,충북,2019-11-01,6.825,6.625,2.9724999999999997,72.0,892,13,1463,51511000,1600000,838000,0.014573991031390135,55.75000000000001,2019,11
947,충북,2019-12-01,6.025,0.325,0.7875,72.25,767,14,1277,51511000,1600000,838000,0.018252933507170794,47.9375,2019,12
948,충북,2020-01-01,6.7,0.9,2.184166666666667,71.75,648,10,1026,51473000,1601000,866000,0.015432098765432098,40.47470331043098,2020,1
949,충북,2020-02-01,7.5,1.975,2.19,69.0,630,9,1006,51473000,1601000,866000,0.014285714285714285,39.35040599625234,2020,2
950,충북,2020-03-01,7.825,6.975,0.6799999999999999,57.5,597,16,924,51473000,1601000,866000,0.02680067001675042,37.2891942535915,2020,3
951,충북,2020-04-01,8.0,10.15,0.8866666666666667,51.5,697,14,1087,51473000,1601000,866000,0.020086083213773313,43.53529044347283,2020,4
952,충북,2020-05-01,6.8,17.75,3.2849999999999997,68.25,699,11,1132,51473000,1601000,866000,0.015736766809728183,43.66021236727046,2020,5
953,충북,2020-06-01,6.0,23.175,4.2316666666666665,71.0,755,8,1222,51473000,1601000,866000,0.010596026490066225,47.158026233604,2020,6
954,충북,2020-07-01,6.6,22.975,12.975833333333332,81.25,721,12,1096,51473000,1601000,866000,0.016643550624133148,45.034353529044346,2020,7
955,충북,2020-08-01,5.825,26.0,18.041666666666668,85.0,721,20,1123,51473000,1601000,866000,0.027739251040221916,45.034353529044346,2020,8
956,충북,2020-09-01,7.975,19.475,5.0275,79.25,759,23,1184,51473000,1601000,866000,0.030303030303030304,47.40787008119925,2020,9
957,충북,2020-10-01,5.35,12.05,0.2658333333333333,72.0,802,18,1338,51473000,1601000,866000,0.022443890274314215,50.09369144284822,2020,10
958,충북,2020-11-01,6.625,6.8,1.0116666666666667,68.5,768,15,1199,51473000,1601000,866000,0.01953125,47.970018738288566,2020,11
959,충북,2020-12-01,5.575,-2.05,0.2675,65.75,601,15,901,51473000,1601000,866000,0.024958402662229616,37.53903810118676,2020,12
